RELATIONSHIP_BONDS live export 2026-08-17T04:07:05.502Z
BondId	CitizenA	CitizenB	BondType	Intensity	Status	Origin	DomainTag	Neighborhood	CycleCreated	LastUpdate	Notes	Holiday	HolidayPriority	FirstFriday	CreationDay	SportsSeason
BOND-1D61ECC8	POP-00265	POP-01039	friendship	5.42	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B123E8BF	POP-00540	POP-00669	professional	3	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-E9AD3625	POP-00363	POP-00755	friendship	4.42	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-9D66AB87	POP-00707	POP-00740	friendship	6.4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-8E8B128D	POP-00740	POP-00697	friendship	4.41	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B39B9AA8	POP-00222	POP-00594	professional	6	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-4F53DB76	POP-00547	POP-00853	friendship	3.8	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-71D67F81	POP-00042	POP-00211	friendship	6.4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-97183BF9	POP-01009	POP-00999	friendship	5.4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-767F4F1C	POP-00943	POP-00005	friendship	6.4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-E1B8D605	POP-00620	POP-00943	professional	4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-51565880	POP-00697	POP-00875	friendship	3.41	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-61425449	POP-00999	POP-00222	friendship	3.41	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-EDACC691	POP-00748	POP-00875	professional	5	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-27B4870C	POP-00115	POP-00235	friendship	5.41	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-A0A434BC	POP-00115	POP-01045	professional	4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-AC1EEAFD	POP-00029	POP-00041	friendship	4.4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-AD70EF31	POP-00748	POP-00928	friendship	3.4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-4494F271	POP-00540	POP-01039	friendship	5.4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3F7D5266	POP-00012	POP-01045	professional	6	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-002B9C0A	POP-00897	POP-00222	friendship	6.41	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C8255AAB	POP-00293	POP-00005	professional	3	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F3B4B712	POP-00293	POP-00445	friendship	4.41	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-EFE93D97	POP-00260	POP-00839	friendship	6.4	active	neighbor		Lake Merritt	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-CAA53216	POP-00214	POP-00329	friendship	5.42	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-57E87EEE	POP-00036	POP-00294	friendship	4.42	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C080D11C	POP-00162	POP-00785	professional	5	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C3388941	POP-00116	POP-00354	professional	3	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-7A8A9D0D	POP-00988	POP-00039	friendship	5.4	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-739EA041	POP-00140	POP-01041	friendship	3.4	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-96ACF445	POP-00341	POP-00698	friendship	5.41	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-D22D768E	POP-00998	POP-00923	friendship	3	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-96E00F85	POP-00977	POP-00923	professional	4	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-4C238156	POP-00117	POP-00676	friendship	5.41	active	neighbor		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-61BBDAA0	POP-00511	POP-00850	friendship	4.4	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-999D4F41	POP-00501	POP-00979	friendship	5.4	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-75983BCD	POP-01034	POP-00684	friendship	3.41	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-58A48BD7	POP-00278	POP-00984	friendship	5.42	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-508FE822	POP-00787	POP-00278	friendship	4.42	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B6E1D40D	POP-00176	POP-00722	professional	6	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C5C37CBC	POP-00164	POP-00190	friendship	6.42	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-A4A63085	POP-00301	POP-00291	friendship	6.42	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-34C08E0F	POP-00119	POP-00432	friendship	5.4	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-47DD0E03	POP-00617	POP-00164	friendship	3.4	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3293EE96	POP-00735	POP-00675	professional	6	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-EF9021E2	POP-00521	POP-00275	professional	5	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F7C36A9A	POP-00932	POP-00675	friendship	3	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B011BC53	POP-00280	POP-00722	professional	3	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-549E48F0	POP-00201	POP-00202	friendship	4.43	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-D75B6AED	POP-00576	POP-00850	friendship	4.4	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-03B2D4BF	POP-00008	POP-00684	friendship	3.41	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B857F6C1	POP-00188	POP-00850	friendship	5.41	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-4486E074	POP-00712	POP-01034	friendship	5.41	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-AD4A15BF	POP-00185	POP-00368	friendship	6.4	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-03921FF3	POP-00164	POP-00732	professional	6	active	neighbor		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-07708890	POP-00663	POP-00638	professional	4	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-05D4B833	POP-00351	POP-00624	professional	6	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-D11B2231	POP-00131	POP-00846	friendship	6	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-0F834087	POP-01022	POP-00257	friendship	5.41	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C18120A0	POP-00747	POP-00638	friendship	3.4	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-9B83CCC3	POP-00685	POP-00148	professional	6	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-777979C4	POP-01048	POP-00597	friendship	6.4	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B9B04299	POP-01002	POP-00225	friendship	5.42	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-507513C6	POP-00337	POP-00215	friendship	3.41	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-D0393EB4	POP-00362	POP-00894	friendship	3.41	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-FE5BD5EC	POP-00359	POP-01022	friendship	4.41	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F931131D	POP-00171	POP-01004	friendship	6.41	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C794FFED	POP-00485	POP-00344	professional	5	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-54BB442E	POP-00351	POP-01048	professional	6	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C2F179B8	POP-00879	POP-01048	friendship	5.4	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-730097DD	POP-00048	POP-00337	friendship	4.41	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-EA0DE1F0	POP-01005	POP-00318	professional	6	active	neighbor		Downtown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-BF18D404	POP-00945	POP-00223	friendship	3.41	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3BFFCE0F	POP-00199	POP-00724	professional	5	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B138CB50	POP-00500	POP-00888	friendship	6.4	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3928B61A	POP-00229	POP-00695	professional	3	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-DD31EDA6	POP-00450	POP-00809	professional	6	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-CB728FA0	POP-00701	POP-00809	professional	3	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-9C45061C	POP-00500	POP-00451	professional	6	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-A5C962F5	POP-00513	POP-00186	professional	4	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F843B27B	POP-00495	POP-00234	professional	3	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C2858C5D	POP-00993	POP-00134	friendship	5.41	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-1563A5D2	POP-00060	POP-00234	friendship	3.4	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-875A8864	POP-00823	POP-00837	friendship	5.4	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-BC4BADA5	POP-00033	POP-00892	professional	3	active	neighbor		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-301C1DAF	POP-00290	POP-00236	friendship	6.41	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-39DC19D1	POP-00905	POP-00430	friendship	2.8	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-13429068	POP-00905	POP-00761	friendship	3	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-5FFA0802	POP-00799	POP-00640	friendship	4	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-14128575	POP-00926	POP-00236	friendship	4.4	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-615B1551	POP-00667	POP-00038	friendship	3	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-7E567261	POP-00284	POP-00462	friendship	3.4	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-AD4C403F	POP-00484	POP-00667	professional	3	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-35BAFDDC	POP-00266	POP-00311	friendship	4.42	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-DA076D05	POP-00161	POP-00430	professional	5	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-36E602E3	POP-00848	POP-00332	friendship	3.41	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-27AA730E	POP-00666	POP-00975	friendship	5.41	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-AB20B1AA	POP-00848	POP-00926	professional	6	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B5259722	POP-00149	POP-00994	professional	3	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-36F0A155	POP-00745	POP-00498	friendship	4	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-9EB3448D	POP-00292	POP-00666	friendship	6.41	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-6C265D00	POP-00319	POP-00175	friendship	5.42	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-74A24ADA	POP-00874	POP-00595	friendship	6.4	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-265BDA22	POP-00538	POP-00022	friendship	4	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-86326D33	POP-00799	POP-00874	friendship	5	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-643544B5	POP-00819	POP-00333	friendship	5.41	active	neighbor		Temescal	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-747D1EE2	POP-00858	POP-00346	friendship	5.41	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-0CE076EA	POP-01033	POP-00307	friendship	4.41	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-8C55FF0F	POP-00182	POP-00449	friendship	3.41	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-41DFC678	POP-00366	POP-00299	professional	5	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-BFEC34C4	POP-00336	POP-00263	professional	4	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-488657C8	POP-01008	POP-00449	friendship	5.4	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-7F685E65	POP-00044	POP-00673	friendship	3.41	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3F294C91	POP-00717	POP-00438	professional	4	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-CF92A227	POP-00434	POP-00506	friendship	6.4	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-BEC995BF	POP-00085	POP-00153	friendship	4.4	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-05CF444D	POP-00455	POP-00847	friendship	5.4	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-6BED0375	POP-00160	POP-00831	professional	6	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-8C6C6B62	POP-01013	POP-00237	professional	5	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C34BA73D	POP-00858	POP-00455	friendship	4.4	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-874A5587	POP-00466	POP-00220	professional	5	active	neighbor		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-31BDF80E	POP-00820	POP-01028	friendship	4	active	neighbor		Piedmont Ave	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F8946CAA	POP-00330	POP-00168	friendship	6	active	neighbor		Piedmont Ave	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-8E931AA3	POP-00239	POP-00646	professional	3	active	neighbor		Piedmont Ave	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-DC51B68C	POP-00826	POP-00508	friendship	3.4	active	neighbor		Piedmont Ave	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F7D15DD5	POP-00239	POP-01000	friendship	5	active	neighbor		Piedmont Ave	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-0AEACB7D	POP-00054	POP-00255	friendship	4.4	active	neighbor		Piedmont Ave	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-ACCB3E33	POP-00845	POP-00889	professional	4	active	neighbor		KONO	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-10FDC55A	POP-00859	POP-00867	friendship	4.4	active	neighbor		KONO	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-0FC970BB	POP-00815	POP-00802	friendship	5.4	active	neighbor		KONO	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-900FB966	POP-00856	POP-00845	friendship	6.4	active	neighbor		KONO	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-230C04C8	POP-00645	POP-00798	friendship	4.4	active	neighbor		Adams Point	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F346D409	POP-00494	POP-00137	rivalry	6.5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-CB9D7E06	POP-00225	POP-00884	friendship	2.42	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-D32EF14C	POP-00517	POP-00807	friendship	3.4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-867EDFEF	POP-00264	POP-00513	professional	2	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-82723190	POP-00682	POP-00143	friendship	4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-A06A08BC	POP-00930	POP-01034	professional	2	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C19BD7E6	POP-00818	POP-00718	rivalry	5.5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-E06822F0	POP-00215	POP-00498	alliance	3.2	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-520074F3	POP-00942	POP-00554	professional	5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-52235C55	POP-00768	POP-00513	professional	3	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B0DA7157	POP-00901	POP-00690	alliance	5.2	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-E96CC3FB	POP-00764	POP-00720	rivalry	4.5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-2DB79A74	POP-01028	POP-00227	professional	4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-AD4E7FE2	POP-00140	POP-00893	professional	3	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-5C7157F3	POP-00478	POP-00078	alliance	3.2	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-A825EE68	POP-00666	POP-01038	professional	4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-E5885344	POP-00503	POP-00653	alliance	4.7	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B76768EB	POP-01034	POP-00021	rivalry	4.5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-D4B0B704	POP-00212	POP-00439	rivalry	6.5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-7E3E7B39	POP-00839	POP-00621	friendship	4.4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-92A20ED9	POP-00270	POP-00795	friendship	2.41	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B58C552F	POP-01053	POP-00335	professional	5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-2B47F485	POP-00150	POP-00263	alliance	2.7	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-FA29D3B9	POP-00348	POP-00531	friendship	4.41	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-8A5CC2CC	POP-00623	POP-00716	friendship	5.4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-76506F8A	POP-00876	POP-00208	friendship	3.4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-21637F80	POP-00950	POP-00895	rivalry	4.5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B59A26AC	POP-00211	POP-00715	rivalry	5.5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C073C0CA	POP-00182	POP-00039	friendship	5.41	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3E00BDE1	POP-00457	POP-00811	professional	4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-6DC828D1	POP-00033	POP-00928	rivalry	4.5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-7662AFBF	POP-00886	POP-00283	rivalry	6.5	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-2777EFB5	POP-01037	POP-00675	alliance	2.7	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B3BF1FF7	POP-00686	POP-00016	friendship	3.41	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-8E027BFD	POP-00692	POP-00976	friendship	4.41	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-329909E6	POP-00644	POP-00771	friendship	5.4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-4D01BF24	POP-00014	POP-00010	friendship	4.4	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F4433D2D	POP-00824	POP-00861	alliance	2.7	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B5628121	POP-00537	POP-00313	friendship	4.41	active	random		cross-neighborhood	103	103	seeded	none	none	FALSE	FALSE	off-season
qnjjztr6	POP-00209	POP-00321	tension	4	active	neighborhood	COMMUNITY	Uptown	103	103	Close quarters, little common ground.	Holiday	major	FALSE	FALSE	off-season
hwsqmxus	POP-00209	POP-00467	tension	4	active	neighborhood	COMMUNITY	Uptown	103	103	Close quarters, little common ground.	Holiday	major	FALSE	FALSE	off-season
m7j7koq1	POP-00209	POP-01040	neighbor	4	active	holiday_gathering	COMMUNITY	Uptown	103	103	Connected during Holiday neighborhood gathering.	Holiday	major	FALSE	FALSE	off-season
7hb6sj2b	POP-00209	POP-01003	neighbor	4	active	holiday_gathering	COMMUNITY	Uptown	103	103	Connected during Holiday neighborhood gathering.	Holiday	major	FALSE	FALSE	off-season
